@relation 'TDR.weka-weka.filters.unsupervised.attribute.Remove-R5,7-8,24'

@attribute Season numeric
@attribute team numeric
@attribute pts.RS numeric
@attribute pts.opp.RS numeric
@attribute fgm.RS numeric
@attribute fgm2.RS numeric
@attribute fga2.RS numeric
@attribute fg2.per.RS numeric
@attribute fgm3.RS numeric
@attribute fga3.RS numeric
@attribute fg3.per.RS numeric
@attribute ftm.RS numeric
@attribute fta.RS numeric
@attribute ft.per.RS numeric
@attribute or.RS numeric
@attribute dr.RS numeric
@attribute tr.RS numeric
@attribute ast.RS numeric
@attribute to.RS numeric
@attribute stl.RS numeric
@attribute pf.RS numeric
@attribute wperc.RS numeric
@attribute lperc.RS numeric
@attribute region.TS {Y,Z,W,X}
@attribute seed.num.TS numeric
@attribute champ.TS {L,W}

@data
2003,1160,75.516129,70.064516,27.193548,22.225806,46.064516,0.486319,4.967742,15.258065,0.330292,16.16129,23.935484,0.674698,14.483871,27.967742,42.451613,13.387097,14,6.129032,17.709677,0.645161,0.354839,X,10,L
2003,1161,74,72.666667,26.4,22.2,40.533333,0.549188,4.2,11.566667,0.360465,17,24.266667,0.697517,10.8,23.466667,34.266667,15.5,16.133333,5.333333,20.566667,0.566667,0.433333,Z,14,L
2003,1163,80.033333,71.4,29.533333,23.466667,46.5,0.503676,6.066667,15.7,0.386927,14.9,22.1,0.669886,14.766667,27.9,42.666667,15.633333,15.8,5.933333,18.4,0.7,0.3,X,5,L
2003,1166,79.242424,64.333333,28.69697,20.727273,36.969697,0.559276,7.969697,20.484848,0.384914,13.878788,20.030303,0.689707,10.878788,23.181818,34.060606,16.818182,13.363636,8.393939,17.272727,0.878788,0.121212,Z,6,L
2003,1173,72.793103,66.310345,24.482759,16.965517,33.344828,0.508938,7.517241,20.862069,0.362898,16.310345,22.793103,0.712954,13.482759,23.172414,36.655172,15.206897,13.310345,5.37931,17.586207,0.827586,0.172414,Y,4,L
2003,1181,81.966667,70.4,27.366667,20.033333,39.733333,0.505238,7.333333,20.6,0.365595,19.9,28.066667,0.695481,13.766667,23.1,36.866667,13.833333,14.033333,8.5,21.266667,0.8,0.2,Z,3,L
2003,1190,79.703704,77.481481,28.074074,22.851852,46.222222,0.494492,5.222222,15.185185,0.343673,18.333333,24.814815,0.728469,14,24.037037,38.037037,14.037037,18.740741,10.703704,19.518519,0.62963,0.37037,W,15,L
2003,1196,75.903226,64.677419,26.935484,18.258065,34.387097,0.530586,8.677419,22.129032,0.391892,13.354839,18.935484,0.69672,10.806452,24.258065,35.064516,16.419355,13.387097,7.774194,16.903226,0.774194,0.225806,X,2,L
2003,1211,77.064516,68.193548,26.064516,18.903226,36.387097,0.518832,7.16129,19.064516,0.369949,17.774194,24.645161,0.717918,11.935484,25.322581,37.258065,15.741935,14.548387,6.806452,18.645161,0.741935,0.258065,Z,9,L
2003,1221,69.344828,58.206897,24.206897,18.896552,37.965517,0.496363,5.310345,14.758621,0.362332,15.62069,22.137931,0.701101,12.068966,24.310345,36.37931,15.413793,13.931034,7.965517,18.37931,0.862069,0.137931,Y,14,L
2003,1228,75.433333,61.4,27.1,19.666667,35.633333,0.547684,7.433333,20.166667,0.372307,13.8,19.1,0.719998,9.733333,25.4,35.133333,18.266667,13.166667,7,19.133333,0.8,0.2,Z,4,L
2003,1231,70.53125,67,23.4375,15.90625,33.3125,0.483398,7.53125,21.625,0.34386,16.125,22.625,0.704639,11.21875,25.625,36.84375,13.8125,11.5,4.4375,18.0625,0.625,0.375,Y,7,L
2003,1237,71.25,70.40625,24.4375,17.9375,35.34375,0.517035,6.5,18.59375,0.340318,15.875,22.625,0.697934,11.6875,20.90625,32.59375,13.375,15.90625,8.1875,19.34375,0.59375,0.40625,Y,16,L
2003,1242,81.333333,66.366667,30.233333,25.433333,48.166667,0.530239,4.8,14.133333,0.340643,16.066667,24.133333,0.661631,14.3,26.9,41.2,16.733333,14.9,10.133333,16.7,0.766667,0.233333,Z,2,L
2003,1246,77.53125,64.09375,28.46875,22.5625,41.8125,0.541587,5.90625,16.59375,0.349099,14.6875,20.78125,0.709655,12.875,24.15625,37.03125,16.1875,14.0625,7.8125,17.375,0.90625,0.09375,Y,1,L
2003,1257,81.833333,68.466667,27.966667,19.533333,37.433333,0.520625,8.433333,23.4,0.359227,17.466667,25.1,0.690997,13.2,25.1,38.3,16.6,13.366667,7.2,22.666667,0.8,0.2,W,4,L
2003,1261,73.225806,62.903226,26.806452,20.064516,37.483871,0.534681,6.741935,17.580645,0.375221,12.870968,19.870968,0.643664,10.612903,24.516129,35.129032,16.387097,13.870968,8,16.354839,0.677419,0.322581,X,8,L
2003,1264,76.172414,67.758621,25.931034,20.413793,41.724138,0.490976,5.517241,15.827586,0.345217,18.793103,23.896552,0.788438,11.310345,23.310345,34.62069,13.862069,14.206897,9.172414,21.931034,0.793103,0.206897,W,14,L
2003,1266,78.392857,67.678571,27.214286,21.428571,41,0.521273,5.785714,15.25,0.391267,18.178571,23.607143,0.778503,13.107143,24.071429,37.178571,16.321429,13.571429,6,18.642857,0.821429,0.178571,Y,3,L
2003,1268,80.785714,66.857143,29.428571,22.678571,46.392857,0.489024,6.75,16.964286,0.40078,15.178571,21.571429,0.688594,13.75,26.75,40.5,18.892857,14.107143,10.892857,19,0.678571,0.321429,X,6,L
2003,1272,74.517241,65.827586,26.275862,19.275862,39.931034,0.484627,7,20.068966,0.343441,14.965517,22.896552,0.628299,14.068966,25.965517,40.034483,16.62069,13.793103,7.37931,18.758621,0.793103,0.206897,Z,7,L
2003,1277,67.225806,60.967742,23.032258,18.129032,37.709677,0.484447,4.903226,13.387097,0.364425,16.258065,22.129032,0.714909,10.677419,24.258065,34.935484,13.612903,14.548387,6.387097,20.032258,0.612903,0.387097,X,7,L
2003,1280,70.166667,60.166667,26.333333,20.766667,39.6,0.522458,5.566667,16.2,0.345604,11.933333,17.633333,0.666941,12.666667,24.6,37.266667,14.5,15.633333,8.733333,15.9,0.7,0.3,W,5,L
2003,1281,71.774194,66.483871,26.16129,18.677419,38.225806,0.48922,7.483871,20.967742,0.35903,11.967742,18.16129,0.65014,13.483871,25.903226,39.387097,13.741935,13.612903,5.709677,16.870968,0.677419,0.322581,Y,6,L
2003,1301,72.4,68,24.333333,16.366667,30.833333,0.532859,7.966667,22.5,0.350564,15.766667,20.466667,0.778148,9.733333,22.033333,31.766667,14.666667,14.2,7.766667,18.666667,0.6,0.4,W,9,L
2003,1323,80.096774,71.193548,27.225806,18.935484,38.903226,0.492252,8.290323,21.774194,0.384056,17.354839,22.83871,0.74136,11.387097,26.870968,38.258065,16.903226,12.774194,7.451613,16.225806,0.709677,0.290323,Z,5,L
2003,1328,71.166667,60.166667,25.266667,17.8,37.566667,0.470663,7.466667,18.966667,0.391225,13.166667,18.6,0.714351,12.133333,24.966667,37.1,14.166667,11.8,6.933333,18.6,0.8,0.2,W,1,L
2003,1329,68.724138,62.206897,24.655172,19.793103,42.448276,0.468639,4.862069,12.965517,0.359048,14.551724,22.344828,0.649847,12.37931,24.068966,36.448276,12.241379,14.655172,8.793103,20.137931,0.689655,0.310345,W,6,L
2003,1332,82.21875,73.96875,28.59375,19.59375,39,0.504783,9,23,0.392752,16.03125,20.65625,0.779248,11.375,24.5,35.875,17.46875,15.21875,8.03125,20.9375,0.71875,0.28125,Y,8,L
2003,1335,70.185185,59.407407,24,15,29.666667,0.510487,9,21.851852,0.424751,13.185185,18.777778,0.686697,9.333333,24.185185,33.518519,14.851852,13,7.185185,17.777778,0.814815,0.185185,W,11,L
2003,1338,74.6,58.833333,26.866667,20.5,35.733333,0.569322,6.366667,17.766667,0.365342,14.5,22.8,0.639841,11.3,25.366667,36.666667,17.766667,15.1,8.066667,17.966667,0.866667,0.133333,Y,2,L
2003,1345,71.75,65.25,23.75,18.642857,38.892857,0.481825,5.107143,15.5,0.318423,19.142857,25.5,0.747358,10.392857,23.464286,33.857143,12.25,13.821429,7.178571,19.821429,0.642857,0.357143,X,9,L
2003,1354,72.8,71.266667,24.8,19.633333,38.9,0.507413,5.166667,15.466667,0.331617,18.033333,25.8,0.696709,12.966667,24.266667,37.233333,10.266667,19.466667,8,20.733333,0.666667,0.333333,W,16,L
2003,1356,74.533333,68.1,27.366667,21.266667,42.033333,0.505842,6.1,15.833333,0.394849,13.7,19.4,0.699394,10.833333,22.466667,33.3,13.566667,12.5,7.966667,19.333333,0.8,0.2,Y,11,L
2003,1358,71.777778,65.259259,24.296296,17.814815,35.296296,0.50257,6.481481,18.074074,0.361804,16.703704,23.518519,0.699858,10.777778,25.962963,36.740741,15.592593,15.703704,7.814815,19.592593,0.777778,0.222222,X,15,L
2003,1360,74.678571,71.571429,25.214286,18.285714,35.5,0.516694,6.928571,18.035714,0.381529,17.321429,26.321429,0.65705,11.535714,26.357143,37.892857,16.392857,18.178571,5.392857,20.142857,0.607143,0.392857,X,13,L
2003,1386,70.62069,59.275862,24.241379,16.206897,32.551724,0.503414,8.034483,21.862069,0.362946,14.103448,20.655172,0.67355,11.172414,24.137931,35.310345,14,12.931034,7.206897,18.758621,0.793103,0.206897,W,7,L
2003,1390,72.258065,66.967742,25.645161,18.709677,38.645161,0.490096,6.935484,19.387097,0.361654,14.032258,20.774194,0.671516,13.741935,25.129032,38.870968,14.645161,14.322581,5.516129,18.516129,0.741935,0.258065,X,4,L
2003,1393,80.103448,69.896552,29.241379,24,46.344828,0.519258,5.241379,15.862069,0.339134,16.37931,23.62069,0.687824,14.310345,26.896552,41.206897,14.965517,13.62069,8.310345,16.586207,0.827586,0.172414,W,3,W
2003,1400,78.857143,68.678571,28,22.142857,45.642857,0.484899,5.857143,16.785714,0.349208,17,23.785714,0.715642,16.178571,26.142857,42.321429,14.5,13.428571,6.392857,20.357143,0.785714,0.214286,X,1,L
2003,1407,79.366667,70.566667,28.233333,18.766667,37,0.506466,9.466667,28.333333,0.329441,13.433333,19.533333,0.684374,15.066667,24.7,39.766667,15.066667,13.733333,9.533333,16.6,0.833333,0.166667,X,14,L
2003,1409,73.516129,65.258065,26.387097,19.741935,38.709677,0.509512,6.645161,18.322581,0.352166,14.096774,19.387097,0.729672,11.16129,25.806452,36.967742,14.774194,14.322581,7.580645,17.322581,0.709677,0.290323,Y,13,L
2003,1411,72.8,70.833333,24.733333,18.8,36.766667,0.511189,5.933333,18.5,0.321414,17.4,28.066667,0.613745,13.166667,24.8,37.966667,14.2,15.233333,6.433333,18.3,0.6,0.4,X,16,L
2003,1421,71.206897,78.448276,24.37931,17.896552,38.793103,0.469526,6.482759,18,0.363494,15.965517,20.931034,0.766142,12.275862,23.172414,35.448276,13.034483,16.206897,7.068966,19.103448,0.448276,0.551724,X,16,L
2003,1423,71.366667,59.6,26.033333,19.266667,38,0.507238,6.766667,18.4,0.365463,12.533333,18.2,0.674932,9.966667,23.133333,33.1,14.666667,11.466667,9.2,18.433333,0.8,0.2,X,11,L
2003,1428,66.733333,60,23.166667,16,31.966667,0.500318,7.166667,18.766667,0.397373,13.233333,18.8,0.689024,10.133333,23.2,33.333333,13.2,12.7,4.666667,20.1,0.766667,0.233333,Y,9,L
2003,1429,65.966667,60.1,23.7,19.666667,39.8,0.495705,4.033333,12.133333,0.323404,14.533333,20.233333,0.707349,12.633333,22.366667,35,13.9,12.233333,5.066667,16.1,0.733333,0.266667,Z,15,L
2003,1436,67.793103,63.137931,24.827586,19.551724,40.37931,0.48345,5.275862,15.482759,0.35792,12.862069,19.551724,0.649708,12.965517,25.724138,38.689655,14.206897,14.068966,6.862069,15.896552,0.655172,0.344828,Z,16,L
2003,1443,73.096774,66.419355,25.709677,18,34.870968,0.521252,7.709677,21.032258,0.368507,13.967742,21.096774,0.660899,12.16129,23.258065,35.419355,14.193548,15.16129,7.064516,18.451613,0.741935,0.258065,Z,13,L
2003,1447,75.548387,71.451613,27.225806,20.193548,39.354839,0.512196,7.032258,18.322581,0.408167,14.064516,19.290323,0.723838,12,22.354839,34.354839,16.096774,14.967742,7.516129,17.580645,0.677419,0.322581,Y,15,L
2003,1448,78.413793,67.62069,26.137931,20.034483,39.517241,0.508317,6.103448,17.724138,0.341486,20.034483,26.62069,0.75533,14.758621,26.931034,41.689655,14.586207,15.103448,6.413793,18.482759,0.827586,0.172414,W,2,L
2003,1451,74.206897,67.172414,24.62069,18.517241,34.655172,0.534656,6.103448,18.206897,0.336105,18.862069,25.689655,0.733961,10.344828,22.758621,33.103448,14.275862,12.448276,6.758621,18.862069,0.862069,0.137931,Y,12,L
2003,1454,77.1,69.933333,27.266667,19.5,35.833333,0.547287,7.766667,21.8,0.361055,14.8,21.433333,0.686253,11.533333,23,34.533333,17.1,14.866667,8.8,20.133333,0.766667,0.233333,Z,12,L
2003,1458,70.724138,58.689655,25.034483,18.793103,36.517241,0.516445,6.241379,17.37931,0.358947,14.413793,19.448276,0.731806,10.310345,22.551724,32.862069,13.310345,10.517241,6.965517,14.827586,0.758621,0.241379,Y,5,L
2003,1462,78.233333,65.966667,26.8,20.366667,41.433333,0.491804,6.433333,17.766667,0.360432,18.2,24.366667,0.734605,13.933333,25.5,39.433333,16.4,13.033333,5.466667,15.766667,0.833333,0.166667,X,3,L
2004,1102,60.178571,50.428571,20.285714,11.821429,19.821429,0.586938,8.464286,22.214286,0.388595,11.142857,15.714286,0.688276,6.142857,15.357143,21.5,13.25,10.785714,7.785714,16.642857,0.785714,0.214286,W,11,L
2004,1104,72.206897,67.448276,24.896552,17.758621,36.37931,0.486539,7.137931,18.62069,0.384801,15.275862,21.862069,0.702765,11.310345,24,35.310345,11.862069,13.275862,6.448276,18.344828,0.586207,0.413793,X,8,L
2004,1106,61.433333,60.6,20.566667,15.033333,32.166667,0.471431,5.533333,16.566667,0.350523,14.766667,22.466667,0.660912,11.7,22.766667,34.466667,10.266667,17.2,7.066667,18.7,0.533333,0.466667,W,16,L
2004,1112,87.517241,78.413793,31.517241,24.137931,45.793103,0.528367,7.37931,19.206897,0.381282,17.103448,21.758621,0.78529,13.896552,25.689655,39.586207,18.896552,14.965517,6.965517,16.068966,0.689655,0.310345,W,9,L
2004,1130,68.75,63.75,24.25,20.5,41.71875,0.495884,3.75,11.75,0.315295,16.5,24.3125,0.671685,12.8125,23.71875,36.53125,15.90625,13.375,7.03125,15.90625,0.71875,0.28125,Z,6,L
2004,1140,72.185185,65.37037,25.185185,19.814815,36.185185,0.552811,5.37037,15.555556,0.336745,16.444444,22.555556,0.730537,9.962963,23.444444,33.407407,14.666667,14,7.185185,19.111111,0.703704,0.296296,X,12,L
2004,1150,79.344828,71.448276,27.137931,19.344828,37.551724,0.513025,7.793103,22.689655,0.337545,17.275862,26.793103,0.635934,14.758621,26.172414,40.931034,16.206897,15.310345,8.724138,18.896552,0.724138,0.275862,Y,9,L
2004,1153,76.9,62.9,27.033333,19.8,40.3,0.488363,7.233333,18.8,0.388659,15.6,23.366667,0.668837,13.133333,24.133333,37.266667,16.033333,12.1,7.9,19.433333,0.8,0.2,W,4,L
2004,1163,79.090909,63.939394,30.121212,23.727273,46.666667,0.507251,6.393939,15.969697,0.396669,12.454545,20.212121,0.624387,15.30303,29.484848,44.787879,18.242424,13.787879,6.151515,16.060606,0.818182,0.181818,X,2,W
2004,1173,67.96875,64.09375,23.53125,17.15625,32.59375,0.530621,6.375,19.5,0.329505,14.53125,21.6875,0.662856,12.21875,25.78125,38,14.9375,14.28125,4.53125,17.09375,0.75,0.25,X,10,L
2004,1177,70.866667,67.666667,25.633333,20.533333,40.5,0.508941,5.1,14.066667,0.362674,14.5,20.6,0.70044,12.066667,23.766667,35.833333,13.733333,13.433333,5.7,17.4,0.7,0.3,X,7,L
2004,1181,79.75,64.96875,27.5625,20.375,38.9375,0.524059,7.1875,19.53125,0.371826,17.4375,23.84375,0.724375,13.40625,22.84375,36.25,14.25,14.1875,9.34375,18.71875,0.84375,0.15625,W,1,L
2004,1186,70.25,68.357143,24.75,18.571429,35.464286,0.527197,6.178571,16.428571,0.377918,14.571429,20.714286,0.681145,9.142857,21.178571,30.321429,15.714286,15.214286,6.357143,20.321429,0.571429,0.428571,Y,15,L
2004,1190,77.931034,70.241379,28.344828,22.37931,44.275862,0.505669,5.965517,16.827586,0.351329,15.275862,22.551724,0.664122,12.206897,25.517241,37.724138,15.37931,16.172414,10.931034,16.862069,0.827586,0.172414,W,13,L
2004,1196,76.966667,69.133333,26.933333,18.733333,34.2,0.54867,8.2,21.6,0.386328,14.9,19.8,0.745138,10.233333,24.933333,35.166667,16.266667,14.666667,6.533333,18.866667,0.666667,0.333333,Y,5,L
2004,1197,72.1,73.966667,23.066667,14.6,31.366667,0.470571,8.466667,24.4,0.347191,17.5,24.533333,0.716863,11.433333,22.533333,33.966667,12.7,16.933333,8.333333,21.9,0.466667,0.533333,Z,16,L
2004,1210,78.0625,67.28125,27.4375,20.1875,39,0.519093,7.25,19.375,0.379232,15.9375,23,0.681974,11.375,26.09375,37.46875,15.78125,15.46875,8.84375,21.21875,0.71875,0.28125,Z,3,L
2004,1211,82.344828,65.931034,29.034483,22.517241,40.655172,0.557512,6.517241,15.724138,0.41861,17.758621,23.482759,0.755841,11.551724,27.931034,39.482759,18.206897,13.551724,6.275862,15.931034,0.931034,0.068966,Z,2,L
2004,1227,70,62.516129,25.483871,20.483871,43.193548,0.477101,5,12.709677,0.379204,14.032258,22.129032,0.628482,13.290323,22.16129,35.451613,14.774194,12.580645,7.677419,17.645161,0.774194,0.225806,Z,13,L
2004,1228,72.533333,62.8,26.633333,19.733333,37.133333,0.531851,6.9,20.2,0.341024,12.366667,17.766667,0.677526,12.033333,22.933333,34.966667,16.766667,12.566667,6.833333,19.1,0.8,0.2,W,5,L
2004,1242,74.857143,68.178571,26.928571,21.178571,40.964286,0.523776,5.75,17.178571,0.341022,15.25,21.571429,0.701057,12.071429,26.5,38.571429,17.25,14.428571,6.892857,20.464286,0.714286,0.285714,Z,4,L
2004,1246,73.133333,62.8,26.666667,20.466667,39.366667,0.519613,6.2,17.466667,0.355923,13.6,19.533333,0.698484,11.8,24.033333,35.833333,15.6,14.5,7.9,18.433333,0.866667,0.133333,Z,1,L
2004,1250,65.857143,63.678571,22.75,16.607143,36.214286,0.462893,6.142857,17.75,0.348177,14.214286,19.821429,0.736454,11.178571,24.428571,35.607143,12.5,14.642857,7.178571,18.857143,0.642857,0.357143,Z,16,L
2004,1251,68.741935,67,24.709677,18.677419,38,0.491892,6.032258,19.83871,0.315556,13.290323,19.451613,0.687817,13.225806,24.16129,37.387097,13.774194,15.806452,8.774194,19.419355,0.548387,0.451613,Y,16,L
2004,1257,73.275862,60.896552,24.551724,16.586207,34.931034,0.474049,7.965517,23.482759,0.347651,16.206897,21.655172,0.753653,11.655172,26.275862,37.931034,15.241379,13.896552,8.344828,20.448276,0.689655,0.310345,W,10,L
2004,1264,74.344828,63.448276,24.37931,18.62069,39.551724,0.469112,5.758621,15.655172,0.377044,19.827586,26.103448,0.749596,12.172414,22.689655,34.862069,10.793103,13,9.448276,20.310345,0.827586,0.172414,Y,12,L
2004,1268,77.366667,71.766667,28.066667,22.933333,48.333333,0.475285,5.133333,15.333333,0.343904,16.1,25.7,0.621441,15.766667,25.733333,41.5,14.033333,15.133333,8.733333,19.5,0.633333,0.366667,X,4,L
2004,1272,73.571429,65.928571,24.75,16.035714,34.428571,0.471172,8.714286,24.214286,0.362399,15.357143,23.214286,0.661653,13.464286,25.142857,38.607143,14.285714,12.928571,7.464286,18.214286,0.75,0.25,Y,7,L
2004,1277,71.448276,67.344828,25,18.62069,34.689655,0.546066,6.37931,15.793103,0.407325,15.068966,19.586207,0.756687,9.103448,21.37931,30.482759,14.724138,14.62069,7.068966,20.827586,0.62069,0.37931,Z,7,L
2004,1280,77.107143,66.285714,27.357143,20.892857,40.25,0.521057,6.464286,18.25,0.352064,15.928571,24.035714,0.665808,14.75,26.107143,40.857143,13.678571,15.464286,9.178571,16.25,0.892857,0.107143,W,2,L
2004,1284,68.78125,66.90625,22.9375,15.84375,34.46875,0.463686,7.09375,20.25,0.346088,15.8125,21.1875,0.748838,9.375,24,33.375,13.8125,13.40625,7.65625,17.53125,0.65625,0.34375,W,15,L
2004,1293,80.8,69.4,29.533333,23.066667,40.1,0.572931,6.466667,19.4,0.337639,15.266667,21.4,0.723015,12.233333,25.3,37.533333,18.833333,13.8,7.666667,18.066667,0.833333,0.166667,W,12,L
2004,1301,73.344828,65.206897,24.655172,16.310345,30.241379,0.535962,8.344828,24.310345,0.3539,15.689655,19.655172,0.790663,10.034483,23.689655,33.724138,14.862069,13.758621,6.965517,18.517241,0.689655,0.310345,X,3,L
2004,1305,75.5,66.166667,26.766667,21.9,44.466667,0.49291,4.866667,14.3,0.333595,17.1,23.933333,0.710305,13.4,25.466667,38.866667,14.233333,13,6.5,18.3,0.733333,0.266667,Z,10,L
2004,1314,83.071429,75.464286,29.642857,23.142857,45.75,0.504851,6.5,18.357143,0.348981,17.285714,25.428571,0.676385,15.357143,24.642857,40,18.357143,15.642857,9.607143,18.5,0.642857,0.357143,W,6,L
2004,1320,69.206897,65.241379,23.310345,16.241379,32.862069,0.493623,7.068966,20.206897,0.352928,15.517241,21.103448,0.734416,8.931034,25.896552,34.827586,13,12.655172,5.241379,16.965517,0.689655,0.310345,Z,14,L
2004,1329,78.206897,63.896552,28.896552,24.068966,43.586207,0.553156,4.827586,12.758621,0.388331,15.586207,22.413793,0.692587,11.37931,24.172414,35.551724,16.068966,13.448276,7.862069,19.413793,0.896552,0.103448,Y,2,L
2004,1334,69.166667,63.8,23.2,17.3,32.9,0.530821,5.9,16.6,0.362003,16.866667,22.866667,0.737523,9.266667,24.266667,33.533333,14.3,14.1,5.833333,16.9,0.766667,0.233333,Z,12,L
2004,1338,68.875,56.09375,25.71875,21.53125,40.125,0.542359,4.1875,13.3125,0.316457,13.25,20.3125,0.627677,12.90625,23.71875,36.625,15.0625,12.4375,5.875,14.5,0.875,0.125,Y,3,L
2004,1343,62.5,56.807692,22.346154,16.307692,29.076923,0.569097,6.038462,17.576923,0.351594,11.769231,16.538462,0.706976,8.576923,22.192308,30.769231,13.115385,13.5,6.653846,18.115385,0.730769,0.269231,W,14,L
2004,1344,71.5,64.321429,24.785714,16.857143,33.142857,0.512041,7.928571,21.535714,0.369762,14,19.535714,0.710219,11.678571,21.892857,33.571429,15.892857,14.928571,9.285714,16.107143,0.714286,0.285714,Z,5,L
2004,1350,64.53125,59,22.25,16.59375,35.875,0.467207,5.65625,18.46875,0.310071,14.375,19.84375,0.732338,11.96875,23.5,35.46875,12.15625,13.0625,7.09375,18.6875,0.625,0.375,Y,11,L
2004,1356,71.275862,62.896552,26.310345,20.344828,41.034483,0.49853,5.965517,18.137931,0.323512,12.689655,18.448276,0.680749,13.206897,22.206897,35.413793,14.103448,12.068966,10.275862,19.37931,0.862069,0.137931,X,9,L
2004,1371,72.285714,64.464286,26.107143,20.142857,40,0.50848,5.964286,16.857143,0.350997,14.107143,19.678571,0.709502,11.785714,25.321429,37.107143,13.25,13.142857,6.785714,18.107143,0.678571,0.321429,W,8,L
2004,1376,70.909091,62.757576,25.181818,18.393939,37.212121,0.496653,6.787879,20.545455,0.334161,13.757576,20.424242,0.65457,12.69697,23.636364,36.333333,14.848485,13.212121,8.939394,18,0.69697,0.30303,Y,10,L
2004,1386,77.785714,61.5,27.178571,17.428571,32.821429,0.531361,9.75,23.964286,0.408771,13.678571,19.464286,0.715517,9.678571,23.25,32.928571,16.535714,11.714286,9.142857,17.035714,0.964286,0.035714,Y,1,L
2004,1390,73.933333,60.7,26.533333,21.333333,40.6,0.523899,5.2,14.2,0.372701,15.666667,20.833333,0.756933,11.1,25.2,36.3,16.366667,13.966667,6.366667,17.266667,0.966667,0.033333,X,1,L
2004,1393,72.928571,66.821429,27.678571,23.357143,45.892857,0.506026,4.321429,13.857143,0.313534,13.25,20.821429,0.628918,13.928571,24.714286,38.642857,15.357143,12.785714,7.892857,17.642857,0.75,0.25,X,5,L
2004,1400,77.133333,66.4,27.6,20.8,43.766667,0.477108,6.8,18.866667,0.357149,15.133333,22.4,0.668835,16.3,25.1,41.4,13.833333,11.866667,6.966667,19.433333,0.766667,0.233333,W,3,L
2004,1403,73.40625,66.4375,27.125,23.4375,47.5625,0.495915,3.6875,10.875,0.33347,15.46875,20.96875,0.733271,11.3125,22.6875,34,14.75,12.46875,8.25,16.71875,0.6875,0.3125,Y,8,L
2004,1412,74.551724,67,27.551724,21.068966,42.551724,0.491387,6.482759,19.62069,0.337197,12.965517,19.827586,0.649873,12.344828,22.689655,35.034483,17.586207,13.62069,11.758621,20.931034,0.689655,0.310345,Z,9,L
